"participantID","date","trialNo","blockNo","cutNo","expCond","control","keyCode","shownImgID","shownFoilID","shownSegID","reactionTime","segSize","segCenterX","segCenterY","segCentDist","intDiff","intStd","segNcut","segStab","leaf","correct","meanImgInt","meanSegInt","deltaInt","intOrder","expTime","presentedImgs","segIntensity","segPos","intVals","intDelta","nmcPars","normed_cutNo","normed_reactionTime","normed_segSize","normed_segCenterX","normed_segCenterY","normed_segCentDist","normed_intDiff","normed_intStd","normed_meanImgInt","normed_meanSegInt","normed_deltaInt","normed_intOrder","effortAll","effortUp","avgCrossCorr","trialId","pHat"
"go","08-12-2022",5,"6",2,1,"0","0",43872,0,4,1.61409378051758,15,-3.5,2.5,4.30116263352131,-6.60190747430755,5.88385284466728e-14,1,1,"1",1,201.855347129472,195.253439655164,6.60190747430755,2,"0.2","[[4 4 4 4 4 2 2 2 2 2]
 [4 4 4 4 4 2 2 2 2 2]
 [4 4 4 4 4 2 2 2 2 2]
 [4 4 4 5 5 5 6 6 6 6]
 [4 5 5 5 5 5 6 6 6 6]
 [5 5 5 5 5 6 6 6 6 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]]","[[4 4 4 4 4 2 2 2 2 2]
 [4 4 4 4 4 2 2 2 2 2]
 [4 4 4 4 4 2 2 2 2 2]
 [4 4 4 5 5 5 6 6 6 6]
 [4 5 5 5 5 5 6 6 6 6]
 [5 5 5 5 5 6 6 6 6 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]
 [1 1 1 1 1 1 3 3 3 3]]","[[ 1  6]
 [ 2  6]
 [ 3  6]
 [ 1  7]
 [ 2  7]
 [ 3  7]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 1 10]
 [ 2 10]
 [ 3 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435161416525216,0.0021345918482968,NA,NA,0.6373630941696
"go","08-12-2022",6,"6",1,1,"0","0",998,0,2,268.449068069458,15,-3.5,-2.5,4.30116263352131,14.0341358366715,5.88385284466728e-14,1,1,"1",1,203.726342939024,217.760478775696,-14.0341358366715,6,"0.2","[[6 6 6 6 6 3 3 3 3 3]
 [6 6 6 6 6 3 3 3 3 3]
 [6 6 6 6 6 3 3 3 3 5]
 [1 1 1 1 1 1 5 5 5 5]
 [2 1 1 1 1 1 5 5 5 5]
 [2 2 2 1 1 1 5 5 5 5]
 [2 2 2 2 2 4 4 5 5 5]
 [2 2 2 2 4 4 4 4 5 5]
 [2 2 2 2 4 4 4 4 4 4]
 [2 2 2 4 4 4 4 4 4 4]]","[[6 6 6 6 6 3 3 3 3 3]
 [6 6 6 6 6 3 3 3 3 3]
 [6 6 6 6 6 3 3 3 3 5]
 [1 1 1 1 1 1 5 5 5 5]
 [2 1 1 1 1 1 5 5 5 5]
 [2 2 2 1 1 1 5 5 5 5]
 [2 2 2 2 2 4 4 5 5 5]
 [2 2 2 2 4 4 4 4 5 5]
 [2 2 2 2 4 4 4 4 4 4]
 [2 2 2 4 4 4 4 4 4 4]]","[[1 1]
 [2 1]
 [3 1]
 [1 2]
 [2 2]
 [3 2]
 [1 3]
 [2 3]
 [3 3]
 [1 4]
 [2 4]
 [3 4]
 [1 5]
 [2 5]
 [3 5]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0474777976407574,6.78043772268941e-05,NA,NA,0.687703678783557
"go","08-12-2022",7,"6",4,2,"0","1",5790,0,8,258.34846496582,19,2,3,3.60555127546399,-8.67537086196546,5.8401061200366e-14,1,1,"1",0,203.92881051713,195.253439655164,8.67537086196546,2,"1","[[6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 5 5 5 5 5 5]
 [6 6 6 6 1 1 5 5 5 5]
 [6 4 4 4 1 1 1 5 5 5]
 [4 4 4 4 1 1 1 1 2 2]
 [4 4 4 4 4 1 1 2 2 2]
 [4 4 4 4 3 3 2 2 2 2]
 [4 4 3 3 3 3 2 2 2 2]
 [4 3 3 3 3 3 3 2 2 2]
 [3 3 3 3 3 3 3 2 2 2]]","[[6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 5 5 5 5 5 5]
 [6 6 6 6 1 1 5 5 5 5]
 [6 4 4 4 1 1 1 5 5 5]
 [4 4 4 4 1 1 1 1 2 2]
 [4 4 4 4 4 1 1 2 2 2]
 [4 4 4 4 3 3 2 2 2 2]
 [4 4 3 3 3 3 2 2 2 2]
 [4 3 3 3 3 3 3 2 2 2]
 [3 3 3 3 3 3 3 2 2 2]]","[[ 7  7]
 [ 8  7]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [ 5 10]
 [ 6 10]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [10 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0597130712643431,0.0597130712643431,NA,NA,0.674050066675979
"go","08-12-2022",13,"6",1,2,"0","0",22415,0,2,218.442678451538,12,-2.5,-3.5,4.30116263352131,-16.1946502691867,0,1,1,"1",1,206.194650269187,190,16.1946502691867,1,"1","[[1 1 4 4 4 4 3 3 3 3]
 [1 1 4 4 4 4 3 3 3 3]
 [1 1 4 4 4 4 3 3 3 3]
 [1 1 1 4 4 2 2 3 3 3]
 [1 1 1 4 4 2 2 2 2 3]
 [6 6 6 6 6 2 2 2 2 2]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]]","[[1 1 4 4 4 4 3 3 3 3]
 [1 1 4 4 4 4 3 3 3 3]
 [1 1 4 4 4 4 3 3 3 3]
 [1 1 1 4 4 2 2 3 3 3]
 [1 1 1 4 4 2 2 2 2 3]
 [6 6 6 6 6 2 2 2 2 2]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]
 [6 6 6 6 6 5 5 5 5 5]]","[[1 1]
 [2 1]
 [3 1]
 [4 1]
 [5 1]
 [1 2]
 [2 2]
 [3 2]
 [4 2]
 [5 2]
 [4 3]
 [5 3]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513453706910607,0.0001737504608201,NA,NA,0.800998878604783
"go","08-12-2022",14,"6",5,1,"0","1",72979,0,11,198.439359664917,18,0.5,-2.5,2.54950975679639,4.42130778832799,5.84913954557495e-14,1,1,"1",0,201.778795271564,206.200103059892,-4.42130778832799,4,"0.2","[[3 3 3 3 3 2 2 2 2 2]
 [3 3 3 3 3 2 2 2 2 2]
 [3 3 3 3 2 2 2 2 2 2]
 [3 3 4 4 5 5 2 2 2 2]
 [4 4 4 4 5 5 5 5 2 2]
 [4 4 4 4 5 5 5 5 5 5]
 [4 4 4 4 4 5 5 5 5 1]
 [6 4 4 4 1 1 1 1 1 1]
 [6 6 6 6 1 1 1 1 1 1]
 [6 6 6 6 1 1 1 1 1 1]]","[[3 3 3 3 3 2 2 2 2 2]
 [3 3 3 3 3 2 2 2 2 2]
 [3 3 3 3 2 2 2 2 2 2]
 [3 3 4 4 5 5 2 2 2 2]
 [4 4 4 4 5 5 5 5 2 2]
 [4 4 4 4 5 5 5 5 5 5]
 [4 4 4 4 4 5 5 5 5 1]
 [6 4 4 4 1 1 1 1 1 1]
 [6 6 6 6 1 1 1 1 1 1]
 [6 6 6 6 1 1 1 1 1 1]]","[[5 1]
 [6 1]
 [7 1]
 [5 2]
 [6 2]
 [7 2]
 [8 2]
 [4 3]
 [5 3]
 [6 3]
 [7 3]
 [8 3]
 [4 4]
 [5 4]
 [6 4]
 [7 4]
 [8 4]
 [7 5]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399301959269494,0.0399301959269494,NA,NA,0.458428233263953
"go","08-12-2022",15,"6",1,2,"0","0",44151,0,2,228.474140167236,20,1,-3,3.16227766016838,13.2447310507892,2.9160058604849e-14,1,1,"1",1,204.515747724907,217.760478775696,-13.2447310507892,6,"1","[[1 1 1 1 3 3 3 3 3 5]
 [1 1 1 1 3 3 3 3 5 5]
 [6 1 1 1 3 3 3 5 5 5]
 [6 6 6 1 1 5 5 5 5 5]
 [6 6 6 6 2 2 5 5 5 5]
 [6 6 6 2 2 2 2 4 4 4]
 [6 6 6 2 2 2 4 4 4 4]
 [6 6 2 2 2 2 4 4 4 4]
 [6 6 2 2 2 4 4 4 4 4]
 [6 6 2 2 2 4 4 4 4 4]]","[[1 1 1 1 3 3 3 3 3 5]
 [1 1 1 1 3 3 3 3 5 5]
 [6 1 1 1 3 3 3 5 5 5]
 [6 6 6 1 1 5 5 5 5 5]
 [6 6 6 6 2 2 5 5 5 5]
 [6 6 6 2 2 2 2 4 4 4]
 [6 6 6 2 2 2 4 4 4 4]
 [6 6 2 2 2 2 4 4 4 4]
 [6 6 2 2 2 4 4 4 4 4]
 [6 6 2 2 2 4 4 4 4 4]]","[[ 3  1]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [ 5  4]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0213432482667413,1.40922653503898e-05,NA,NA,0.745902393038402
"go","08-12-2022",17,"6",3,1,"0","1",81484,0,6,238.463878631592,15,-3.5,2,4.03112887414927,-9.92229971557242,5.88385284466728e-14,1,1,"1",0,205.175739370736,195.253439655164,9.92229971557242,2,"0.2","[[1 1 1 1 2 2 2 2 2 2]
 [1 1 1 1 4 2 2 2 2 2]
 [1 1 1 4 4 4 2 2 2 2]
 [1 4 4 4 4 4 5 5 5 5]
 [4 4 4 4 4 4 5 5 5 5]
 [4 4 4 4 4 4 5 5 5 5]
 [4 4 4 6 6 6 3 5 5 5]
 [6 6 6 6 6 6 3 3 3 3]
 [6 6 6 6 6 6 3 3 3 3]
 [6 6 6 6 6 6 3 3 3 3]]","[[1 1 1 1 2 2 2 2 2 2]
 [1 1 1 1 4 2 2 2 2 2]
 [1 1 1 4 4 4 2 2 2 2]
 [1 4 4 4 4 4 5 5 5 5]
 [4 4 4 4 4 4 5 5 5 5]
 [4 4 4 4 4 4 5 5 5 5]
 [4 4 4 6 6 6 3 5 5 5]
 [6 6 6 6 6 6 3 3 3 3]
 [6 6 6 6 6 6 3 3 3 3]
 [6 6 6 6 6 6 3 3 3 3]]","[[ 1  5]
 [ 1  6]
 [ 2  6]
 [ 1  7]
 [ 2  7]
 [ 3  7]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 1 10]
 [ 2 10]
 [ 3 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0210145498594235,0.009961729249088,NA,NA,0.612910363461882
"go","08-12-2022",18,"6",2,1,"0","1",42679,0,4,238.472938537598,13,3,-3,4.24264068711928,-14.1195514839393,0,1,1,"1",0,204.119551483939,190,14.1195514839393,1,"0.2","[[2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 6 6 5 5 5]
 [3 3 3 3 3 6 6 6 6 6]
 [3 3 3 3 3 6 6 6 6 6]
 [1 3 3 3 3 6 6 6 6 6]
 [1 1 1 1 4 4 4 4 4 4]
 [1 1 1 1 4 4 4 4 4 4]
 [1 1 1 1 4 4 4 4 4 4]]","[[2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 5 5 5 5 5]
 [2 2 2 2 2 6 6 5 5 5]
 [3 3 3 3 3 6 6 6 6 6]
 [3 3 3 3 3 6 6 6 6 6]
 [1 3 3 3 3 6 6 6 6 6]
 [1 1 1 1 4 4 4 4 4 4]
 [1 1 1 1 4 4 4 4 4 4]
 [1 1 1 1 4 4 4 4 4 4]]","[[ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [ 8  2]
 [ 9  2]
 [10  2]
 [ 8  3]
 [ 9  3]
 [10  3]
 [ 8  4]
 [ 9  4]
 [10  4]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0469275913345933,0.0232198282776912,NA,NA,0.632197474816633
"go","08-12-2022",19,"6",1,1,"0","0",60229,0,2,218.335628509521,14,-3,2.5,3.90512483795333,-13.391721084796,0,1,1,"1",1,203.391721084796,190,13.391721084796,1,"0.2","[[3 3 3 3 3 1 1 1 1 1]
 [3 3 3 3 3 1 1 1 1 1]
 [3 3 3 3 6 4 4 1 1 1]
 [3 3 6 6 6 4 4 4 4 1]
 [5 5 6 6 6 4 4 4 4 4]
 [5 5 5 6 6 6 4 2 2 2]
 [5 5 5 5 6 6 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]]","[[3 3 3 3 3 1 1 1 1 1]
 [3 3 3 3 3 1 1 1 1 1]
 [3 3 3 3 6 4 4 1 1 1]
 [3 3 6 6 6 4 4 4 4 1]
 [5 5 6 6 6 4 4 4 4 4]
 [5 5 5 6 6 6 4 2 2 2]
 [5 5 5 5 6 6 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]
 [5 5 5 5 5 2 2 2 2 2]]","[[ 1  6]
 [ 2  6]
 [ 1  7]
 [ 2  7]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 4 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0272646295346222,0.0006090191945138,NA,NA,0.715332850864657
"go","08-12-2022",22,"6",3,1,"0","1",40890,0,6,228.452444076538,20,3,-2.5,3.90512483795333,-9.41569175329874,5.8320117209698e-14,1,1,"1",0,204.669131408463,195.253439655164,9.41569175329874,2,"0.2","[[5 5 5 5 5 5 5 5 5 5]
 [1 1 5 5 5 5 5 5 4 4]
 [1 1 1 5 5 3 3 4 4 4]
 [1 1 1 1 3 3 4 4 4 4]
 [1 1 1 1 3 3 4 4 6 6]
 [1 1 1 1 3 4 4 6 6 6]
 [2 2 2 2 2 4 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]]","[[5 5 5 5 5 5 5 5 5 5]
 [1 1 5 5 5 5 5 5 4 4]
 [1 1 1 5 5 3 3 4 4 4]
 [1 1 1 1 3 3 4 4 4 4]
 [1 1 1 1 3 3 4 4 6 6]
 [1 1 1 1 3 4 4 6 6 6]
 [2 2 2 2 2 4 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]
 [2 2 2 2 2 6 6 6 6 6]]","[[ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [ 7  3]
 [ 8  3]
 [ 9  3]
 [10  3]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0795857093386031,0.0338940143219983,NA,NA,0.519242082058906
"go","08-12-2022",26,"6",5,2,"0","1",58486,0,11,68.3369636535645,16,0,2.5,2.5,15.0255897617485,5.87076305571739e-14,1,1,"1",0,202.734889013947,217.760478775696,-15.0255897617485,6,"1","[[3 3 3 3 4 4 4 4 4 4]
 [3 3 3 3 4 4 4 4 4 4]
 [3 3 3 3 3 4 4 4 4 4]
 [3 3 3 3 5 6 6 6 6 6]
 [3 3 3 5 5 6 6 6 6 6]
 [3 5 5 5 5 5 6 6 6 6]
 [5 5 5 2 2 2 1 1 6 6]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 1 1 1 1 1 1]]","[[3 3 3 3 4 4 4 4 4 4]
 [3 3 3 3 4 4 4 4 4 4]
 [3 3 3 3 3 4 4 4 4 4]
 [3 3 3 3 5 6 6 6 6 6]
 [3 3 3 5 5 6 6 6 6 6]
 [3 5 5 5 5 5 6 6 6 6]
 [5 5 5 2 2 2 1 1 6 6]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 1 1 1 1 1 1]]","[[ 4  6]
 [ 5  6]
 [ 4  7]
 [ 5  7]
 [ 6  7]
 [ 4  8]
 [ 5  8]
 [ 6  8]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 7 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517053761384019,0.0517053761384019,NA,NA,0.59651439980796
"go","08-12-2022",28,"6",2,2,"0","1",95603,0,4,248.370409011841,12,3,3.5,4.60977222864644,14.7588546891748,2.96855073353921e-14,1,1,"1",0,203.001624086521,217.760478775696,-14.7588546891748,6,"1","[[1 1 1 1 3 3 3 3 3 3]
 [1 1 1 1 3 3 3 3 3 4]
 [5 1 1 1 1 3 3 4 4 4]
 [5 5 5 1 1 1 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 2 2 2 2 6 6 6]
 [5 5 2 2 2 2 2 6 6 6]
 [2 2 2 2 2 2 2 6 6 6]
 [2 2 2 2 2 2 2 6 6 6]]","[[1 1 1 1 3 3 3 3 3 3]
 [1 1 1 1 3 3 3 3 3 4]
 [5 1 1 1 1 3 3 4 4 4]
 [5 5 5 1 1 1 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 2 2 2 2 6 6 6]
 [5 5 2 2 2 2 2 6 6 6]
 [2 2 2 2 2 2 2 6 6 6]
 [2 2 2 2 2 2 2 6 6 6]]","[[ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [ 7  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [ 7 10]
 [ 8 10]
 [ 9 10]
 [10 10]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031298483176677,0.0015476897131323,NA,NA,0.717131785349843
"go","08-12-2022",33,"6",2,2,"0","1",22957,0,4,218.439817428589,18,-3,-2.5,3.90512483795333,13.6078743435773,5.84913954557495e-14,1,1,"1",0,204.152604432118,217.760478775696,-13.6078743435773,6,"1","[[6 6 6 6 6 4 4 4 4 4]
 [6 6 6 6 6 4 4 4 4 4]
 [6 6 6 6 6 5 5 5 5 4]
 [3 6 6 6 5 5 5 5 5 5]
 [3 3 3 3 3 5 5 5 5 5]
 [3 3 3 3 3 5 5 5 5 5]
 [2 2 2 2 2 2 5 5 5 5]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 1 1 1 1 1 1]
 [2 2 2 1 1 1 1 1 1 1]]","[[6 6 6 6 6 4 4 4 4 4]
 [6 6 6 6 6 4 4 4 4 4]
 [6 6 6 6 6 5 5 5 5 4]
 [3 6 6 6 5 5 5 5 5 5]
 [3 3 3 3 3 5 5 5 5 5]
 [3 3 3 3 3 5 5 5 5 5]
 [2 2 2 2 2 2 5 5 5 5]
 [2 2 2 2 2 1 1 1 1 1]
 [2 2 2 2 1 1 1 1 1 1]
 [2 2 2 1 1 1 1 1 1 1]]","[[1 1]
 [2 1]
 [3 1]
 [1 2]
 [2 2]
 [3 2]
 [4 2]
 [1 3]
 [2 3]
 [3 3]
 [4 3]
 [1 4]
 [2 4]
 [3 4]
 [4 4]
 [1 5]
 [2 5]
 [3 5]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0774702045177477,0.0222335141443537,NA,NA,0.80472357332948
"go","08-12-2022",36,"6",3,2,"0","0",10854,0,7,288.339614868164,12,-2,-1.5,2.5,9.03004703345624,5.93710146707842e-14,1,1,"1",1,202.871423385981,211.901470419438,-9.03004703345624,5,"1","[[6 6 6 6 1 1 1 1 1 1]
 [6 6 6 6 5 1 1 1 1 1]
 [6 6 6 5 5 5 1 2 2 4]
 [6 6 5 5 5 5 2 2 2 4]
 [6 5 5 5 5 2 2 2 2 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 3 2 4 4 4]
 [3 3 3 3 3 3 2 4 4 4]]","[[6 6 6 6 1 1 1 1 1 1]
 [6 6 6 6 5 1 1 1 1 1]
 [6 6 6 5 5 5 1 2 2 4]
 [6 6 5 5 5 5 2 2 2 4]
 [6 5 5 5 5 2 2 2 2 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 2 2 2 4 4]
 [3 3 3 3 3 3 2 4 4 4]
 [3 3 3 3 3 3 2 4 4 4]]","[[5 2]
 [4 3]
 [5 3]
 [3 4]
 [4 4]
 [5 4]
 [2 5]
 [3 5]
 [4 5]
 [5 5]
 [3 6]
 [4 6]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0647051618406736,0.0474678301870101,NA,NA,0.736999132550861
"go","08-12-2022",39,"6",3,2,"0","0",38448,0,7,218.367576599121,19,3,-2,3.60555127546399,-12.9474787617548,0,1,1,"1",1,202.947478761755,190,12.9474787617548,1,"1","[[5 5 5 5 5 5 3 3 3 3]
 [5 5 5 5 5 3 3 3 3 3]
 [4 4 4 4 4 3 3 3 3 3]
 [4 4 4 4 4 4 3 3 6 6]
 [4 4 4 4 4 4 6 6 6 6]
 [4 4 4 4 4 4 6 6 6 6]
 [4 4 4 1 1 1 6 6 6 6]
 [1 1 1 1 1 1 2 2 2 2]
 [1 1 1 1 1 2 2 2 2 2]
 [1 1 1 1 1 2 2 2 2 2]]","[[5 5 5 5 5 5 3 3 3 3]
 [5 5 5 5 5 3 3 3 3 3]
 [4 4 4 4 4 3 3 3 3 3]
 [4 4 4 4 4 4 3 3 6 6]
 [4 4 4 4 4 4 6 6 6 6]
 [4 4 4 4 4 4 6 6 6 6]
 [4 4 4 1 1 1 6 6 6 6]
 [1 1 1 1 1 1 2 2 2 2]
 [1 1 1 1 1 2 2 2 2 2]
 [1 1 1 1 1 2 2 2 2 2]]","[[ 8  1]
 [ 9  1]
 [10  1]
 [ 8  2]
 [ 9  2]
 [10  2]
 [ 8  3]
 [ 9  3]
 [10  3]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [ 7  6]
 [ 8  6]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0483312487353571,0.0246138700201422,NA,NA,0.702273629457833
"go","08-12-2022",42,"6",5,2,"0","0",39212,0,11,298.339605331421,20,-1,-2.5,2.69258240356725,5.73854553083197,1.16640234419396e-13,1,1,"1",1,206.162924888606,211.901470419438,-5.73854553083197,5,"1","[[2 2 2 2 2 4 4 4 4 4]
 [5 2 2 2 4 4 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 5 5 6 6 6 6 6]
 [5 5 5 5 1 6 6 6 6 6]
 [5 5 5 1 1 1 6 6 6 6]
 [5 5 3 1 1 1 1 6 6 6]
 [3 3 3 3 3 3 1 6 6 6]
 [3 3 3 3 3 3 3 3 6 6]
 [3 3 3 3 3 3 3 3 3 3]]","[[2 2 2 2 2 4 4 4 4 4]
 [5 2 2 2 4 4 4 4 4 4]
 [5 5 5 5 5 4 4 4 4 4]
 [5 5 5 5 5 6 6 6 6 6]
 [5 5 5 5 1 6 6 6 6 6]
 [5 5 5 1 1 1 6 6 6 6]
 [5 5 3 1 1 1 1 6 6 6]
 [3 3 3 3 3 3 1 6 6 6]
 [3 3 3 3 3 3 3 3 6 6]
 [3 3 3 3 3 3 3 3 3 3]]","[[2 1]
 [3 1]
 [4 1]
 [5 1]
 [6 1]
 [7 1]
 [3 2]
 [4 2]
 [5 2]
 [6 2]
 [7 2]
 [3 3]
 [4 3]
 [5 3]
 [6 3]
 [3 4]
 [4 4]
 [5 4]
 [3 5]
 [4 5]]","[190.         195.25343966 200.65213525 206.20010306 211.90147042
 217.76047878]",0.0276496823956,"[1.5   0.004 2.    1.   ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164796838630654,0.0164796838630654,NA,NA,0.505082082352486
